epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy
1,1.321996368719079,0.30826588364673385,1.0137304838309376,0.20645839304480748,0.8035630709012885,0.16428010879332272,0.6392829614560597,0.8850938224752266
2,0.9106642849479283,0.23012432269093597,0.680539963334682,0.39562434317378425,0.8638382262000298,0.15966650397863097,0.704171721158975,0.8673835125448028
3,0.8267886445824574,0.22010851021971028,0.6066801346360846,0.5222126683863572,0.9050402195842882,0.15246294431455926,0.7525772747173104,0.729004146461452
4,0.7445656881583412,0.2143487505670991,0.5302169377691962,0.646221457915353,1.047177769586688,0.15186716975670805,0.8953106004646066,0.7171269941668423
5,0.6782184967204745,0.20913766018866217,0.46908083574596715,0.7321104423426006,1.2308158350054517,0.14646503211148498,1.084350803754797,0.6527514231499051
6,0.6285477216211627,0.20522326403119975,0.4233244576198592,0.7773000859845228,1.1038980999920522,0.13885932108935187,0.9650387786346072,0.6703211750650081
7,0.5719263040200566,0.20238349038982636,0.369542813112028,0.8098786662845132,1.1911960575148128,0.14225812154178066,1.0489379363934987,0.6838147445358072
8,0.5233183306419167,0.19994243760499364,0.32337589328178784,0.8370115601413968,1.3710768387686119,0.13234380079120853,1.2387330395011358,0.6455126853608827
9,0.49557421833570015,0.19742063931559178,0.29815357947851806,0.8573612305340594,1.4937957266794755,0.13246844597545676,1.3613272805568817,0.6512052849813761
10,0.4613451786923684,0.19553232318415187,0.26581285597659166,0.8698767555173402,0.9445829014389737,0.12672139146363326,0.8178615101240484,0.7791130789233256
11,0.43973841582440687,0.193703673847587,0.24603474237828424,0.884494124390943,0.9753306216303534,0.1272109973031845,0.8481196221112116,0.7974558999226931
12,0.41295280062880113,0.19249681560827142,0.22045598592168908,0.8919461163657209,0.9942289220154918,0.12245736102589871,0.8717715621237527,0.7874060018272542
13,0.39257535784568215,0.19080834450461615,0.20176701296949792,0.9057036400114646,1.4957953194672446,0.12385054593107941,1.371944774821651,0.6903506922482254
14,0.3772298346005869,0.1898283495896865,0.18740148404630042,0.9121047100410815,2.03405942867608,0.12417520110004691,1.9098842264319247,0.6404525968093331
15,0.3644581080149292,0.1885216907471108,0.17593641737699323,0.9223273144167383,1.39664297905983,0.12107892913950814,1.2755640493825646,0.736875395319418
16,0.35002043881137973,0.18774279209767278,0.16227764696230876,0.9250979268176173,1.0760937776214685,0.11901095757462905,0.9570828221009984,0.8037107316044697
17,0.3447801922902207,0.1868771426390358,0.1579030497729055,0.9244291583070603,1.3791452518408578,0.11714280727365563,1.2620024455474177,0.7441844121161009
18,0.3191319430091951,0.18602231212100542,0.13310963072803103,0.9373268367249451,2.3040647845181454,0.12115363360563462,2.1829111488279818,0.6464965914681284
19,0.3144281278194859,0.18531352101053836,0.12911460711289308,0.9376134518008981,2.867963631244091,0.12055337108801,2.7474102617457894,0.6053833719867876
20,0.30082526534804305,0.18444444295088314,0.11638082279791244,0.944396675265119,2.507078337999462,0.12219468941517377,2.384883646484051,0.6609037880385129
