epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy,learning_rate
1,0.2537672293169674,0.2537672293169674,1.386294348528953,0.09143020922900545,0.2041039574492614,0.2041039574492614,1.3862943316062661,0.12245897624295861,0.0001
2,0.19881896417382636,0.19881896417382636,1.3862943541779267,0.09143020922900545,0.18891310488400834,0.18891310488400834,1.3862943316062661,0.12245897624295861,9.98458666866564e-05
3,0.18492047784662616,0.18492047784662616,1.3862943503512026,0.09143020922900545,0.1813087006788301,0.1813087006788301,1.3862943316062661,0.12245897624295861,9.938441702975689e-05
4,0.17524747082112432,0.17524747082112432,1.3862943534148597,0.09143020922900545,0.1742904154166089,0.1742904154166089,1.3862943316062661,0.12245897624295861,9.861849601988383e-05
5,0.1669862874487905,0.1669862874487905,1.3862943523556772,0.09143020922900545,0.1696390999172846,0.1696390999172846,1.3862943316062661,0.12245897624295861,9.755282581475767e-05
6,0.15979198751140258,0.15979198751140258,1.3862943531415222,0.09143020922900545,0.1643606279264621,0.1643606279264621,1.3862943316062661,0.12245897624295861,9.619397662556432e-05
7,0.15359541574487534,0.15359541574487534,1.386294349440078,0.09143020922900545,0.16442407972922723,0.16442407972922723,1.3862943316062661,0.12245897624295861,9.455032620941837e-05
8,0.1482071260577049,0.1482071260577049,1.386294352139285,0.09143020922900545,0.16206411410392874,0.16206411410392874,1.3862943316062661,0.12245897624295861,9.26320082177046e-05
9,0.14348394305063453,0.14348394305063453,1.3862943516837225,0.09143020922900545,0.1601923713043146,0.1601923713043146,1.3862943316062661,0.12245897624295861,9.045084971874737e-05
10,0.1388547586739274,0.1388547586739274,1.3862943484947858,0.09143020922900545,0.15944504077921975,0.15944504077921975,1.3862943316062661,0.12245897624295861,8.802029828000154e-05
11,0.1342230813473312,0.1342230813473312,1.3862943496223028,0.09143020922900545,0.1565370769122492,0.1565370769122492,1.3862943316062661,0.12245897624295861,8.535533905932737e-05
12,0.1303068776464148,0.1303068776464148,1.3862943539045893,0.09143020922900545,0.15824160600397838,0.15824160600397838,1.3862943316062661,0.12245897624295861,8.247240241650918e-05
