epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy
1,1.7706310791771092,0.4992408282125731,1.2713902443149019,0.2957477305303392,1.0485776626466405,0.23609923916151573,0.8124784238349027,0.6258345632159674
2,1.4174891923297495,0.30490055620470974,1.1125886363955815,0.09125656951743909,1.0573584868581358,0.2059464484785176,0.8514120376816334,0.6258345632159674
3,1.377614011390894,0.27377599158101373,1.1038380231346971,0.09125656951743909,0.9769666783045093,0.19083747966754996,0.7861291980850645,0.6258345632159674
4,1.3371717671828582,0.2546806732077833,1.0824910904651501,0.09412326803631152,0.9824314492510697,0.18082213770684308,0.8016093107132426,0.637360320472275
5,1.2423487929880932,0.245902652005459,0.9964461359918487,0.19589106545628285,0.9323567914790184,0.16979294075071708,0.7625638511362008,0.8089113781713402
6,1.108169583971285,0.2452249374477361,0.8629446481895173,0.3325370281892021,0.9584083921400458,0.1727766995913524,0.7856316915700488,0.8351957270363343
7,1.022919989036591,0.24185172102836347,0.7810682684852356,0.39512661251791686,1.032341385635005,0.17159538544749534,0.8607459995397924,0.8304167545154263
8,1.0144979068666797,0.24025795275209283,0.7742399553676228,0.37362637362637363,0.7135863040129277,0.16572483569086205,0.5478614690106252,0.8283083842856139
9,0.9639778931745774,0.23697864066683044,0.7269992545581696,0.37028189202102246,0.9880402709554911,0.17403338738746657,0.814006883640284,0.8405369316185255
10,0.9342908551119984,0.23594348675117957,0.698347374832465,0.3755375059722886,1.0470496701611112,0.1722093201501906,0.874840350234506,0.8319628926839553
11,0.9137578627394536,0.2341134706667833,0.679644393510814,0.3903487816531295,0.7873717950152633,0.17046797147727716,0.6169038248967786,0.85494412818891
12,0.8918373050498325,0.23339192452495655,0.6584453766732141,0.39942666029622553,0.8870866588509353,0.16698522720886758,0.7201014316750558,0.8458078571930564
13,0.8636759426168887,0.23233925532309335,0.6313366879986282,0.4328714763497372,0.9637700862471993,0.17445033177041197,0.7893197549223875,0.8346334949750509
14,0.8715105160992509,0.23148388409523432,0.6400266320752118,0.49116101290014336,0.8712245856846818,0.1703768877718477,0.7008476989197542,0.8425047438330171
15,0.8280290932502692,0.2302480627347907,0.5977810263434381,0.49880554228380314,0.9671485964458869,0.1675104508806753,0.7996381456798843,0.7688523438049055
16,0.8022732483503412,0.22974111352648055,0.5725321363759166,0.5934065934065934,0.8571530831690389,0.16553098655348544,0.6916220970972833,0.7834703773982712
17,0.7932756822529559,0.2290034556838809,0.5642722277793939,0.6273291925465838,0.8275876563735937,0.1641796844113995,0.6634079726114822,0.7897954880877082
18,0.7644193859061612,0.22810815068249263,0.5363112376941429,0.6407071189679885,1.215374967882509,0.17333683129893526,1.0420381361714852,0.6734134514020662
19,0.7321014410562056,0.22762823003761176,0.504473211716307,0.6813186813186813,1.149416475442969,0.17059219550343724,0.9788242782341035,0.6922482254550566
20,0.7206418170805929,0.22724064476912637,0.49340116906496423,0.7013855709507884,1.3847545864325865,0.17214944246721517,1.2126051447314266,0.5712980532714879
