epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy,learning_rate
1,1.198387239853336,0.28640042595743986,0.9119868149066752,0.7508359606381962,1.1591973970799472,0.21425327053676196,0.9449441298129422,0.7027549540840986,0.0001
2,0.772330510840667,0.2268540793827854,0.5454764318429741,0.8526798509601605,0.9254638186510546,0.19970080015911695,0.7257630207966121,0.7941034316094732,9.98458666866564e-05
3,0.6161278677246365,0.21368854855003677,0.40243931952196604,0.8780452851820005,0.6712987446854113,0.18729507609834528,0.48400366832058805,0.8559690671822137,9.938441702975689e-05
4,0.48643427122011673,0.20429061318612365,0.2821436581090897,0.9100028661507595,0.609864903928117,0.17833035661437882,0.43153454780348144,0.8842435959400676,9.861849601988383e-05
5,0.40757941717380347,0.19807124852541924,0.20950816871956585,0.9318333811025127,0.6069308985339783,0.17424495670172027,0.4326859433302965,0.9248429192846785,9.755282581475767e-05
6,0.36636904539602516,0.1940875037774277,0.17228154174841495,0.9426292156300755,0.6711788941489838,0.17088037913277163,0.5002985167339149,0.9238762687288545,9.619397662556432e-05
7,0.3397155220954799,0.1915718321224458,0.1481436892548115,0.9495557466322728,0.6336788348727551,0.1683599675310989,0.4653188635281401,0.9221846302561624,9.455032620941837e-05
8,0.31873020175831973,0.18925634154654328,0.1294738600647864,0.9539505111302188,0.6171457186276467,0.16638607666465383,0.45075964357266396,0.9267762203963267,9.26320082177046e-05
9,0.30258189700526084,0.18744141567689568,0.11514048146645751,0.9602560428011847,0.6902576933712589,0.1650344889130265,0.5252232050434036,0.9299178347027549,9.045084971874737e-05
10,0.2896262881899217,0.185906867106505,0.10371942132828148,0.9627878093054362,0.6241153825908078,0.16432162326003918,0.45979376210177964,0.9255679072015467,8.802029828000154e-05
11,0.27623930376147976,0.18453619460657764,0.09170310955654445,0.9656539600649661,0.8786718230019335,0.16400550745171932,0.7146663164576798,0.9231512808119865,8.535533905932737e-05
12,0.2619206711893336,0.18346191558311034,0.07845875565756301,0.971481799942677,0.6400940609531394,0.1634323831382957,0.4766616797504101,0.9243595940067666,8.247240241650918e-05
13,0.25795766461957,0.18232351325981208,0.07563415140961842,0.9711474156873985,0.8372862899199726,0.16287632577153668,0.6744099641484359,0.9289511841469309,7.938926261462365e-05
14,0.24364960427252125,0.1806443911079601,0.06300521291925147,0.975494411006019,0.9077434771558753,0.16171707489846004,0.7460264011158811,0.9282261962300629,7.612492823579742e-05
15,0.23855685990713404,0.1799076231734122,0.05864923679444868,0.9794114837107099,0.8277809090404593,0.161130690294484,0.6666502185254108,0.9323344610923151,7.269952498697731e-05
16,0.2305894201471754,0.17855699863909444,0.05203242155595058,0.9809400974491258,0.8580037737710859,0.1604751125806308,0.6975286619619809,0.9340260995650073,6.913417161825447e-05
17,0.22310796210203673,0.177301663964107,0.045806298036762866,0.9834718639533773,0.9908465145289926,0.15970896051925643,0.8311375585574172,0.9260512324794586,6.545084971874736e-05
18,0.21887004160773985,0.17619995119106557,0.04267009037570037,0.9844272475398873,0.9829445283098345,0.15924486325970014,0.8236996689617793,0.9323344610923151,6.167226819279526e-05
19,0.21166452027596067,0.17544912078142097,0.03621539928158429,0.9870545524027897,0.9357307982248866,0.15860477958096,0.777126019937155,0.9357177380376994,5.7821723252011525e-05
20,0.20658264459574635,0.17438654187581618,0.03219610284663345,0.9892041654724372,1.0143353395585337,0.15816495575482514,0.8561703837069301,0.9345094248429193,5.392295478639223e-05
21,0.20179532549608353,0.17338858616150496,0.028406739374206735,0.9903983949555747,1.1442169847120807,0.15883842120356695,0.9853785586124308,0.9265345577573707,4.999999999999998e-05
22,0.19794147802683917,0.17245821183716611,0.025483266248853897,0.9914493169007357,1.0813115380304685,0.1573046617328746,0.9240068761605289,0.9284678588690188,4.607704521360774e-05
23,0.19540313338099047,0.1713813086234021,0.0240218247274919,0.9922136237699436,1.1024251810129626,0.15650687991866977,0.9459183014751043,0.9347510874818753,4.217827674798845e-05
24,0.19098317367169307,0.1704583456457726,0.020524828055966896,0.9933123148944301,1.08559065335554,0.1561400762368885,0.9294505723439915,0.9352344127597874,3.832773180720472e-05
25,0.18806292696914598,0.16938623408140535,0.018676692670163992,0.9942676984809401,1.163384522329845,0.1554652462011665,1.0079192708798046,0.9342677622039632,3.4549150281252616e-05
26,0.18548242648841204,0.16874139005211689,0.01674103665165153,0.994363236839591,1.176296084298207,0.1547931719403903,1.0215029175752939,0.9347510874818753,3.08658283817455e-05
27,0.18378458132292372,0.16784319682900062,0.015941384621972192,0.995796312219356,1.243259561139642,0.154335271983028,1.0889242891928494,0.9335427742870952,2.730047501302265e-05
28,0.18098473429873485,0.1671201270648444,0.013864607167947357,0.996465080729913,1.3157753629808902,0.15389877210973021,1.1618765978324472,0.931851135814403,2.387507176420255e-05
29,0.17923267867038525,0.1662485233985946,0.012984155129638714,0.9969905417024936,1.2326811488381095,0.15366075142548244,1.0790203999706134,0.9342677622039632,2.061073738537634e-05
30,0.17706903075265307,0.16552373056364136,0.011545300095346682,0.9976115410337251,1.2917800223470137,0.15345101021752375,1.1383290134937267,0.9335427742870952,1.7527597583490816e-05
31,0.1756556745818958,0.16503250611506617,0.010623168494590456,0.9976115410337251,1.3622896023393543,0.15293279096822684,1.2093568106646455,0.9328177863702272,1.464466094067262e-05
32,0.1737572378286309,0.16430917306787773,0.009448064754052082,0.997898156109678,1.3139140213411635,0.15266589691107144,1.1612481287784773,0.9335427742870952,1.1979701719998447e-05
33,0.17321700580276458,0.16398717593065337,0.009229829885300666,0.9979936944683291,1.320835230919749,0.15253177103341173,1.1683034575167313,0.9333011116481392,9.549150281252628e-06
34,0.17132924681345577,0.16327492098070506,0.008054325830762628,0.998375847902933,1.34161391306926,0.1522902460195351,1.18932366589705,0.9328177863702272,7.367991782295387e-06
35,0.1716471882274525,0.1631780730111444,0.008469115269342605,0.9981370020063055,1.3013136166486836,0.15219028608458465,1.1491233317947591,0.9342677622039632,5.449673790581608e-06
36,0.1706013853479402,0.16300586848636747,0.007595516813936654,0.998471386261584,1.3307931578464702,0.15209393292564652,1.1786992198306214,0.9328177863702272,3.806023374435661e-06
37,0.17024245898054152,0.1626706428265656,0.007571816002794588,0.998471386261584,1.3464304078541383,0.15203158003572914,1.1943988257434144,0.9330594490091831,2.447174185242322e-06
38,0.170305469132169,0.16278349793753402,0.00752197146293064,0.9984236170822586,1.349901020786162,0.15199762160375305,1.1979034053425743,0.9328177863702272,1.3815039801161715e-06
39,0.17011762450335188,0.16262783021591815,0.0074897944786871,0.9986146937995605,1.354626673252586,0.15197786181056022,1.2026488114055651,0.9320927984533591,6.155829702431167e-07
40,0.1694124346862177,0.1624031024626883,0.007009332214314023,0.9987102321582115,1.352851815518116,0.1519752576471873,1.2008765538602548,0.9320927984533591,1.5413331334360174e-07
