epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy,learning_rate
1,1.1778899426786904,0.282695801368618,0.8951941413371215,0.7907709945543135,,,,,0.0001
2,0.8098708750514414,0.22618508873217494,0.5836857871919532,0.8645743766122098,,,,,9.98458666866564e-05
3,0.6871636183143197,0.2134952824311873,0.4736683354304173,0.8581255374032674,,,,,9.938441702975689e-05
4,0.5909320455209294,0.20506844524725854,0.38586360049860474,0.877806439285373,,,,,9.861849601988383e-05
5,0.4724306660087081,0.19784223700795164,0.2745884289694365,0.9147797840833094,,,,,9.755282581475767e-05
6,0.3823499911560579,0.1936168721364086,0.18873311924102418,0.9380433744148275,,,,,9.619397662556432e-05
7,0.3445982443371805,0.19122643304825557,0.15337181139961234,0.9484570555077864,,,,,9.455032620941837e-05
8,0.3211938279672989,0.18949694843099532,0.13169687943949654,0.9537594344129168,,,,,9.26320082177046e-05
9,0.29476683357275124,0.18754211041673818,0.10722472335638933,0.9601605044425336,,,,,9.045084971874737e-05
10,0.28631658982647473,0.18638126350376227,0.09993532637503093,0.9635521161746441,,,,,8.802029828000154e-05
11,0.27520785520955304,0.18489339832101542,0.0903144568773265,0.9655106525269895,,,,,8.535533905932737e-05
12,0.2634991088842405,0.1838880778725696,0.07961103096896192,0.9699054170249355,,,,,8.247240241650918e-05
13,0.2530580564195884,0.18255993923035507,0.07049811720400351,0.9727715677844655,,,,,7.938926261462365e-05
14,0.24182927800395648,0.18127299903018138,0.060556279213879634,0.9771663322824113,,,,,7.612492823579742e-05
15,0.2355869434545429,0.1804391467290518,0.05514779668069114,0.9787904843794784,,,,,7.269952498697731e-05
16,0.2284390916552256,0.17936585204209732,0.04907323957873868,0.9807012515524983,,,,,6.913417161825447e-05
17,0.22046321437433342,0.17833860586249203,0.04212460851671287,0.9846183242571893,,,,,6.545084971874736e-05
18,0.2162948676251609,0.1771849483134834,0.03910991917178337,0.9850960160504443,,,,,6.167226819279526e-05
19,0.21052296654285396,0.17661631801208794,0.03390664845253296,0.9879621668099742,,,,,5.7821723252011525e-05
20,0.20443629008987702,0.17533513741750845,0.029101152593356962,0.9897773956243432,,,,,5.392295478639223e-05
21,0.2002267957607814,0.17444640642605574,0.02578038951510435,0.9915926244387121,,,,,4.999999999999998e-05
22,0.1970103238480155,0.17341243498524883,0.023597889023361865,0.9921658545906181,,,,,4.607704521360774e-05
23,0.19283405422817002,0.1723901985897038,0.020443855624202086,0.9934556224324066,,,,,4.217827674798845e-05
24,0.19064379497341796,0.17170192755696834,0.01894186755803432,0.9939810834049871,,,,,3.832773180720472e-05
25,0.18745350304557154,0.17048505001575157,0.016968452950303716,0.9947931594535205,,,,,3.4549150281252616e-05
26,0.18547894824248187,0.169911563376523,0.01556738493098997,0.9959396197573326,,,,,3.08658283817455e-05
27,0.18130458465868005,0.16889772117508053,0.01240686323376592,0.996847234164517,,,,,2.730047501302265e-05
28,0.17950453398032257,0.1681408119344593,0.011363721961035488,0.996847234164517,,,,,2.387507176420255e-05
29,0.17773140874640858,0.16716447415520255,0.010566934549461896,0.9978026177510271,,,,,2.061073738537634e-05
30,0.17609309631659534,0.16657364724631568,0.009519449029958472,0.9980414636476546,,,,,1.7527597583490816e-05
31,0.17487988395421908,0.16597610714329203,0.00890377683478749,0.9981370020063055,,,,,1.464466094067262e-05
32,0.17361591179203234,0.16561380321209965,0.008002108817292127,0.998471386261584,,,,,1.1979701719998447e-05
33,0.172594125336957,0.16491069893896426,0.007683426335592382,0.9985191554409095,,,,,9.549150281252628e-06
34,0.171287855978874,0.1645594735826407,0.006728382373936237,0.9986624629788861,,,,,7.367991782295387e-06
35,0.17069899375079137,0.16421832606656236,0.0064806676413963,0.9987102321582115,,,,,5.449673790581608e-06
36,0.17029247268161699,0.16400003525478923,0.006292437580504984,0.9989968472341645,,,,,3.806023374435661e-06
37,0.17020420841513226,0.163872855388641,0.006331353030421538,0.998949078054839,,,,,2.447174185242322e-06
38,0.16954035726570293,0.1637727378164559,0.005767619504026284,0.9989013088755135,,,,,1.3815039801161715e-06
39,0.16962331971626085,0.16365287351715904,0.005970446273623123,0.9989013088755135,,,,,6.155829702431167e-07
40,0.1694491900424624,0.16340059234736767,0.006048597709789824,0.9990923855928155,,,,,1.5413331334360174e-07
