epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy,learning_rate
1,1.5535419543857525,0.31215426646684796,1.2413876855955364,0.5448552593866437,1.4662636119946235,0.2356642754683836,1.2305993348279771,0.7029961629520777,0.0001
2,1.1378372559133318,0.23622861023082242,0.9016086478008745,0.7452947358364383,1.325579286444011,0.22552071298367735,1.1000585714713225,0.7538574577516532,9.98458666866564e-05
3,0.9959563304465241,0.23029104836681596,0.7656652805507268,0.8015668290818764,1.0919100749696047,0.2221187575057931,0.8697913178318091,0.7305086129479957,9.938441702975689e-05
4,0.8596004402101057,0.22633497266210434,0.6332654660588818,0.8052928250692654,0.9875615708136405,0.21856101627984487,0.7690005542181085,0.7627561433586415,9.861849601988383e-05
5,0.782573335583827,0.22277070753175982,0.5598026289539384,0.8042419031241044,0.9356659800094024,0.2165357309800891,0.7191302493446963,0.6856069883255776,9.755282581475767e-05
6,0.7301184796804091,0.21999504894311442,0.5101234304354846,0.8088277443393522,0.8777249332729364,0.2156071541752584,0.6621177794592888,0.7398154951424606,9.619397662556432e-05
7,0.6762980502331919,0.21780442320265242,0.4584936264098357,0.8198146555842171,0.923197622765949,0.21422038504291052,0.7089772359119434,0.7518164748142706,9.455032620941837e-05
8,0.6314599958067012,0.21582595063415266,0.4156340469278874,0.8342409477405178,0.9485519586003394,0.2130708486107561,0.7354811082368812,0.8095354722834517,9.26320082177046e-05
9,0.584479421505309,0.21416308524485156,0.3703163375360321,0.8562147702302474,0.8976829237028554,0.21175460652044883,0.6859283169704278,0.8067597354886114,9.045084971874737e-05
10,0.5375987111787531,0.21213649588441216,0.32546221529861186,0.8715964459730582,0.9963481537283017,0.21060410907318838,0.7857440440146152,0.8224344844477101,8.802029828000154e-05
11,0.5001146861130384,0.21079190041087947,0.2893227865705748,0.8872647367918219,0.9658783456993858,0.2095457889837327,0.7563325536816506,0.749530573924402,8.535533905932737e-05
12,0.45850527867798685,0.20976593589627823,0.24873934293261366,0.9035062577624916,0.9934580377076867,0.2081182796356921,0.785339757075056,0.8310882521022124,8.247240241650918e-05
13,0.43279258077005905,0.2086139208632462,0.22417866039369513,0.9128690169102894,1.0692246310982825,0.20742773776132628,0.861796895456135,0.8326393991346233,7.938926261462365e-05
14,0.4059943273240702,0.2072639445721494,0.19873038239227567,0.9236648514378523,1.1608501422920074,0.20917889442489784,0.951671245528957,0.8477426728712548,7.612492823579742e-05
15,0.38365966014139086,0.20646446620260872,0.17719519346649204,0.9296837680328652,1.077456631804692,0.20642087093592226,0.871035762053965,0.8429259531390317,7.269952498697731e-05
16,0.35776020719030815,0.20542081407515744,0.15233939287170956,0.94067067927773,1.1284257598055247,0.20676581454085802,0.9216599452330372,0.8409666095191444,6.913417161825447e-05
17,0.3394837516266648,0.20468123464868165,0.13480251742785102,0.9480271328938569,1.1974692076057771,0.20567703545574062,0.9917921726247838,0.8348436607069964,6.545084971874736e-05
18,0.32154836208610554,0.20343162048206956,0.11811674112783094,0.9519442055985479,1.1766088863145732,0.20623208766430434,0.970376799463817,0.8339456282145481,6.167226819279526e-05
19,0.3143799071828103,0.20329552630053854,0.11108438107517395,0.9559568166618897,1.2355762960054562,0.20517233903292093,1.0304039568843375,0.8467630010613111,5.7821723252011525e-05
20,0.3000597108842036,0.20275077028170668,0.097308941562737,0.9614980414636477,1.2927787530489363,0.20479125969725653,1.0879874942637662,0.8484774267287125,5.392295478639223e-05
21,0.2899128654613141,0.20194095361195175,0.08797191199528473,0.9657972676029426,1.320574183562929,0.20408156436705835,1.1164926192533513,0.8513348028410482,4.999999999999998e-05
22,0.2784527219035421,0.20112671371322655,0.07732600864392047,0.9716251074806534,1.3723776585394551,0.20380766129964994,1.1685699943660794,0.8444771001714426,4.607704521360774e-05
23,0.27555537621294107,0.20034974643906675,0.07520562977423023,0.9721983376325595,1.379465477720982,0.20374016055674715,1.175725313652444,0.8515797207935342,4.217827674798845e-05
