epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy,learning_rate
1,1.3404067837714784,0.2847756550785144,1.0556311290118578,0.6809018821056654,1.4493015274556724,0.21853619673477964,1.230765333666555,0.652972450459159,0.0001
2,0.9588104720738415,0.2377821395734758,0.7210283331751676,0.823731728288908,1.079350016899533,0.2136011007991374,0.8657489166909684,0.7245045915901401,9.98458666866564e-05
3,0.7965921550103652,0.2309228804706673,0.5656692750294274,0.8234928823922805,0.8964505959617279,0.20665018048737002,0.6898004157696443,0.7406959884001934,9.938441702975689e-05
4,0.731662597357401,0.225166785398971,0.5064958119086029,0.8324257189261488,0.8564084672075127,0.20298557126792863,0.6534228993245748,0.7631706138231029,9.861849601988383e-05
5,0.6832625484174992,0.22128270480476067,0.461979842999153,0.8472341645170536,0.9173002051754007,0.2003628201764698,0.7169373848692929,0.7941034316094732,9.755282581475767e-05
6,0.6244255837059822,0.21784437390485123,0.40658121012999016,0.8620903792872838,0.7580081287820077,0.19705118804291402,0.5609569412288371,0.8298695021749638,9.619397662556432e-05
7,0.563618174224047,0.2145693338485642,0.3490488397346702,0.8818668195280405,0.7165274257069916,0.19423345467386297,0.5222939743460983,0.8395360077332045,9.455032620941837e-05
8,0.5055150510680086,0.211514362244104,0.2940006893292942,0.8962453425050158,0.702973092967845,0.1900084313633593,0.5129646664082917,0.8530691155147414,9.26320082177046e-05
9,0.4666340641753544,0.20913743474791677,0.2574966285946126,0.9074710996465081,0.7319367770528724,0.18922559496370014,0.5427111799861568,0.874577090381827,9.045084971874737e-05
10,0.4353213533211019,0.2069710440384894,0.22835030943209386,0.9187446259673259,0.6516099122194001,0.18530084070317004,0.46630907280900846,0.8709521507974867,8.802029828000154e-05
11,0.4127888841342935,0.20486283977251288,0.2079260443041235,0.9242380815897583,0.5959439670019763,0.18325779799132488,0.4126861713045228,0.8424359594006766,8.535533905932737e-05
